adhE,nlpD_rpoS,narZYWV,narL,katG,alkA,frdABCD,fnr,dcuB_fumB,osmY,ansB,tdcABCDEFG,aspA,narGHJI,cyoABCDE,focA_pflB,dps,fdnGHI,nhaA,narK
5283.795996824,150.0866759807,793.6958767688,54.9848655107,167.014170187,310.9150995025,3368.7128660114,2345.690989327,1578.5633593571,860.5057609756,1749.7769041115,12133.207342392,5905.5143663513,602.2295803532,14.3311275493,2953.5160505191,5068.8910384109,1564.7484475519,4891.2355593006,2096.5896931941
252.0780196218,6.6612163579,133.9957344397,559.1830059636,16.9173925794,40.9991830316,1290.4231976265,975.7706241616,624.1811222731,78.5222230874,1041.2665282845,9597.5669992435,3477.0028889978,641.0665461049,67.3230357188,730.2557640341,540.8599702549,1807.0125665859,410.6252946221,4149.4643481228
3613.4283683735,85.9165021353,662.2104404746,337.0638007218,144.3018564564,272.5286803129,1700.066156103,1701.2130105917,1051.5564334382,578.3188240895,1185.1845982693,11468.3021937021,5508.5579824124,775.3564879064,47.2763725802,1123.3361341723,3805.2189875191,1818.6266182848,3749.1760608164,4675.1468748622
804.6844947994,31.9042349335,297.9195778023,515.3872038718,51.4634909311,129.2743083414,697.7541812346,605.7672974494,626.3114305939,289.5933095432,696.2800943282,7084.0958591476,2826.232804005,644.8758579106,106.0218722056,973.3003826856,1841.1994402619,1471.622157753,1288.5726105865,3227.2689109139
3481.959866279,112.1759516691,591.1321542392,197.6740474309,141.6674637343,281.4347834907,2652.2619484425,1504.64522497,1148.8043917533,821.8950757843,1521.7633825268,10248.6763888503,5418.5258898794,730.0976337556,33.490047604,1761.1754804438,4734.4575358296,1921.3281641004,3476.0081251937,3450.9735966373
367.8388812333,9.024899498,116.5888025446,500.5993048809,21.8926947759,70.9574790887,2082.2579310961,1696.9816503419,908.0238085049,107.8531786529,1337.8825768452,11971.5671386634,4012.8960632766,716.3154765057,43.7814708805,1002.486851817,703.2245577986,1887.7471841439,405.0162376949,4781.7122418713
2569.0915429633,83.3010865012,721.4546091056,255.765064267,150.5760102578,224.1815552199,2646.7311949285,1653.4248274537,1105.8441804226,589.2547389167,1403.8753238268,11684.645382354,5216.009989793,823.0383367685,43.3153160439,1550.7462597656,4969.0945786365,1560.1215136815,3520.7537660231,4183.7725214261
733.1086257786,24.2905417361,266.6942340496,536.533637019,40.2475254578,90.3330133533,2222.445394558,1851.2828058835,1201.3625490766,303.3579182398,1435.7307687992,12011.7867014816,4499.6146278977,842.8065976306,26.8079026066,877.7555939308,1512.7181763905,2252.7035713187,1060.5740163742,5357.1634746282
936.3702945446,36.0471395686,379.0285901429,403.6857366347,64.8020935549,114.8242656953,2407.9997127721,2619.6544620735,1084.8784561012,329.2194641198,1387.2136158389,12186.8030715812,5794.2058691643,838.0083842678,12.4888354147,1621.2435976482,2092.2677777523,2558.1581443005,1494.2366753232,5135.3990005645
3048.0794866415,87.2426492896,669.6160763788,307.2028480822,109.9807994594,290.7776663983,3067.5147430832,2676.2338813558,1582.1310808751,477.6400077702,1759.2687374726,12346.6034207884,6104.0609850454,694.1008551746,3.4298009721,1608.0784400814,3973.9256474199,2380.2906006702,3435.2393505382,4802.4732196143
1328.3396385727,49.2117893429,439.4495484633,478.8801006296,88.2793186244,137.3792139083,920.6723517904,631.8551278103,501.9026211981,454.5533843515,568.3210855871,6899.9179546125,3337.0967169401,538.1365542165,135.399270591,663.9393037771,2662.0671162719,1531.2240856359,2386.4603986404,2931.438138934
2868.0255242648,125.7479211259,740.41432917,180.8404451338,162.0894094489,213.7612983979,3036.1035006341,2105.8803528449,1602.64093247,694.8596364027,1612.5805601756,11752.9459835095,5676.1751429367,682.4733888841,24.5117919567,1673.9297324142,4805.2296791217,1849.564259486,4265.7708419533,2780.3796641619
2480.9728355065,102.9269657027,782.256109142,295.9748289269,139.4752087101,252.0794119101,1356.3336966712,682.2884353482,697.2179475082,761.869898992,860.1150382995,9107.9227284513,2986.3034797776,612.559826825,66.3352560836,861.9652902537,4141.5290945327,1535.8195412327,4860.9490109409,2926.3541293124
4633.6209877161,174.0683526367,806.8427892156,61.658448132,165.6048010681,311.9128773851,861.5514628515,322.1816207088,545.1483408955,826.6439487795,450.22001696,6689.7170833322,1575.024323888,292.9004069867,135.7679172537,1109.4173355959,5081.3019350906,697.0758319366,4806.1167995488,783.82833222
934.7138124607,32.8783471731,384.7336231898,502.5585600279,76.2182106465,156.7522466593,2356.3237833952,2558.9322951862,1300.4058638495,341.0669685672,1704.8566602752,11487.4415860526,5629.8387540369,820.2575737432,9.3031629083,1186.9750785524,2920.5951304951,2156.8558453471,1409.4596965391,5411.4926823765
2196.7581406055,120.4680463714,638.6189127224,266.5656422967,138.9739269551,247.7360577312,2456.250514389,2034.5414977461,1376.1134557819,637.5814900567,1705.383684088,11189.7652772425,5879.9053279991,709.5720746024,20.5489981848,1887.5897518627,4468.807260961,1972.0732959664,4219.0096440905,4065.1980176989
3362.4178006541,123.066144585,744.0654808136,201.3851487605,148.5185144802,303.2371007476,2933.7670984116,1819.7775381705,1246.778692733,707.8428978056,1703.7293498705,11200.0505599971,5393.3994601177,797.3504124597,28.8115903979,2072.4426192689,4717.1733679202,2094.3210838033,4158.0615196119,4209.0447022267
2578.0156561452,75.3010652926,619.7011777133,276.2315165036,121.5153283664,263.1503851573,1940.1182588904,1953.9658461206,1295.9353224469,630.6928111959,1662.2131132353,11422.263245403,5960.5910962958,617.2936688862,25.1467366978,1149.3064672062,4676.3391806834,1933.3268035897,3842.4992699772,4306.0334801572
5688.4086791403,181.3110100855,826.1629079493,37.2702402473,172.0992357576,313.7749685275,2683.5365009287,1486.6308942744,1265.1431017957,876.152026341,1332.0185875082,10889.1642832564,5201.3492580303,368.0819186196,53.3257671711,2657.2773126602,5142.3462167501,1403.9097628212,4975.4333265273,1671.4051233345
3449.7641742602,104.2695039394,717.3474163065,284.7335512537,154.8031947102,282.468951484,2539.2355495918,1494.3540493945,1078.0683922205,744.0337982648,1192.1975421506,8522.5005284574,5219.0989192289,669.1723715615,55.1563077767,1921.9028117987,4183.5200917203,1610.4802967603,4028.3359778415,4485.3833092608
1852.2104326369,83.2655417666,682.8056120318,326.1241086141,126.1834716365,161.8502223022,2506.9503580979,1862.3555811836,1406.9406181703,616.5842267202,1467.7018804717,11584.8222480908,4938.6699884248,757.7674964625,22.9238015351,1542.3052597108,3767.4617111465,1616.9652921953,2831.3045036773,5199.6962054219
3576.4167108541,108.4457324721,658.2286050037,237.7512039716,123.591966871,262.8351276821,2302.7107311691,1506.9138624638,1258.0859430988,581.1613715601,1730.2469059764,11930.9568819242,5393.8659238074,774.6155992048,27.7272769752,1788.1820652663,4300.0685459194,1969.9815783428,3581.0623389305,3568.4600924328
851.2797065733,33.4268970082,310.1901121658,423.8339327236,75.0440372747,136.7029839062,346.0500402725,160.0567548492,164.5027425057,294.4015173094,211.9581212207,4190.4751036754,1152.7658744696,501.709575293,168.2339281144,273.4790422381,2049.5214380168,1294.2985087157,1452.6727764527,2176.552476722
4366.4517526684,111.2918760118,670.1695374084,196.1460031449,164.5715076254,207.3135628738,275.9922477898,89.4893149508,162.9799183262,741.3582854826,145.4132465771,2842.8921969063,705.4414376929,428.9757349048,173.8486175096,201.7068792903,4335.8486981387,789.2941066635,3651.715622692,1085.9626018685
2227.4224252406,115.4002741841,728.585703742,235.9854813131,138.1486671123,207.3137028767,3240.6774016845,2754.7451008112,1422.2221909076,706.6432195155,1767.6293228469,12387.2871222067,6138.1985521126,803.3369326676,2.4250532647,2443.0993601258,4656.9371622259,1870.8831195951,4230.2780937876,4194.0772842017
1818.8591367804,69.4612670241,559.1005866431,325.5770554915,83.837042354,159.378341164,3041.2706768419,2758.8845977979,1398.8148848106,520.1613916035,1774.5336975907,12402.7384977285,6136.5083888614,846.7607880512,2.0609688413,1481.1089358246,4478.8417454019,2385.0137474834,2535.0192360091,5524.440803365
4108.7688316542,129.371967381,739.9216189459,212.0891072379,153.723842932,281.8764077099,991.6506054076,523.8945029581,744.1448170926,855.6570110224,753.1119042076,6027.3108217169,1961.8840922143,539.6925099068,95.9263377441,1278.395405524,4067.6126727152,1135.5606620068,4042.9567360178,1669.77276805
2743.2109670813,95.7418049779,552.7049021617,357.9833335924,137.0434206488,198.0121193733,2401.3790657452,2401.3900316282,1288.305146349,657.3386859346,1726.7080435349,11900.2758061652,5955.4329572197,815.7279684518,10.089375208,2224.5451149957,3320.3970222229,2473.4733860454,3515.1139802825,5550.3727659981
5619.4892423643,164.2100739227,805.568588878,63.8071288541,168.801782488,308.9674870411,2120.9604022972,905.4153504052,1286.4561829357,815.0777941319,1258.5997031713,10820.6194700164,2573.7209410232,500.2395750847,81.9584821165,2182.055262452,4959.7281350791,1308.8732581091,4713.8546902183,1847.7895064377
4673.9280102128,180.2840409185,815.1310628204,50.7992028338,168.4410144637,307.2116572279,2904.0834600552,1680.1650287067,1504.7696496275,844.6471493141,1661.1572879339,11781.1480320739,4948.2388553953,454.8117467727,28.8072227719,2728.4081709583,5060.9895670578,1967.8445807751,5015.2967025536,2114.5069467751
1054.5324949874,50.5442849465,377.9886254041,488.785421885,63.6729727178,134.4475243096,2625.3350714202,2677.3849232103,1307.0184093419,356.5113253191,1761.8537053803,12306.5248779314,6093.379083638,808.290171941,4.3384711445,1513.6656128326,1710.5421260191,2485.9748352351,2074.3858311252,5944.5376900042
5896.1147906196,158.5645952364,720.8386419508,102.115082206,172.5084589337,271.1032690822,2279.3823957634,1071.8064870478,930.8766969597,765.8676732467,1268.0876596615,8384.9001354329,4210.4894866678,520.192512408,60.7607971152,2011.2605812817,5102.5412217086,1080.2981202915,4454.0495943349,2197.5521426103
1279.771300134,46.3139976269,449.4399897693,476.5031287115,62.9275805355,150.5019113693,20.7177034514,7.3895871304,9.7711188184,359.1655775055,14.1474190919,2289.7503273162,48.8759841223,515.9504221434,180.0216064653,25.5493316382,2209.651867979,936.0530773859,2165.7698319222,908.9425380231
1966.9100344552,82.6251649023,620.8101638507,340.6682884069,111.3012661262,215.1464459434,2168.7732418661,2016.553352097,1576.264795187,657.9541145322,1592.6756998844,10117.4734162257,5626.0949678679,802.4695541081,21.0459341126,1695.0476920454,4043.4046452557,2277.6848941034,3748.7801817515,4543.9801809113
303.286492304,9.9728682224,99.015132549,565.070535789,16.2067460753,41.7722680093,1634.3499459995,1462.4700076659,776.1637372329,86.1287340345,1332.2698372123,9884.2277275174,4656.001881762,747.0413924643,38.8280007496,1175.275639368,822.4539031356,2384.0025117384,516.3065239575,5447.7004190989
2377.7649069221,78.5581174884,624.1182214082,358.7782027442,88.9807248072,199.2189987725,2562.9516319186,2577.4997892532,1353.317075278,701.7346278647,1716.7738696181,12095.2510389913,5863.6660801389,755.8795794323,8.5004054322,1527.7792020298,4830.9399659777,1985.3595325717,2503.6068134714,6025.2261830313
1559.469248367,52.7757209414,570.7671432437,451.1957909926,81.392937805,208.9025390959,3223.5138955364,2447.36621193,1041.6795093173,439.5050304331,1565.8655798939,12113.7721098317,5888.3580367974,849.1218537587,12.1366689723,1320.9725959706,3145.5109568863,2508.0117263799,2417.8011050009,4689.6597154427
4178.1824048917,169.2661251012,777.7736146759,96.3579363047,169.6167793575,301.5692032691,3273.6244407957,2697.2602874947,1519.2779057093,851.4641551579,1766.2420681616,12373.9298218668,6136.1399689944,581.706550264,2.7282293578,2205.7552866633,4837.2464679417,1784.8579681647,4815.6189770452,2359.0820999017
901.2621757711,28.8945408314,299.7690767759,547.4193249734,47.7385080077,99.0347620743,371.9849201854,160.1211486585,147.6484581165,291.6969829231,329.0685411313,4774.6426108455,1194.7265695086,551.7376300889,147.3740459773,219.0569863454,2450.2860863934,1295.3487605067,1263.0055575761,2144.6188137687
1567.5126080105,57.1998506199,544.6436324999,407.9163544393,83.6145903801,174.3243740274,656.5575359212,384.1867600479,435.3855604027,607.4652187161,433.8609655371,5689.5289087384,1958.6935890849,551.9968470591,143.4525650128,497.343300906,3210.5019034336,1551.0447476951,2795.6191145704,2519.8956070155
2704.3604035233,95.0012100756,498.1830806285,258.2056046543,141.7418311577,236.9199506671,2715.1730892099,1850.7819180057,1598.1627985194,514.4320853705,1664.4432578451,12156.8406980158,5761.7165367399,835.6415847055,16.9087187409,1459.5929261557,3725.2735697017,2125.1970121735,3963.0653651694,3882.5875691515
4461.574878611,174.5815596458,782.0852306186,56.4806271122,169.215121119,310.8461473514,3422.59834428,2717.5752729951,1672.9564342668,864.880458041,1775.7968060192,12389.3607950499,6138.4603089917,512.6266516923,2.186934659,3384.1140193134,4775.3372852977,1739.1293905922,4891.479058606,2931.8912318895
6292.7688707917,185.5209221696,833.6064307245,7.199114063,174.0350600919,316.8753826995,2916.2148873314,1360.5301320458,1446.0917396112,884.9762608537,953.2590259576,10861.6615143263,5036.3535845572,279.6172867786,59.4848127838,2413.1354509059,5192.5473212371,1215.7718130403,5069.2600034408,1143.5187255095
2293.8728807855,78.3654665754,531.9013072113,350.2316393691,118.2378216231,207.3138600192,610.8723639996,367.3419739597,378.9303505853,587.5180990751,478.7541335638,5522.8199615942,2146.0660173139,569.7938252599,129.733817548,618.4263435414,3770.0477381487,1577.48629855,2821.9253794807,2514.9702222372
2356.4586556171,112.9968909518,622.4349318164,268.2510399575,129.9510837372,293.4149659237,2655.7172936563,2231.7105455383,1373.0741868645,722.2646829447,1399.1419131259,9459.8979160668,5601.502717294,622.8609060993,21.6109670974,1903.6403860383,4189.1428710012,2397.6819153444,4249.0543989196,4470.2065713747
157.2898752759,3.9610886636,59.529691257,590.2695778498,11.0362406222,21.3239663,1314.5410040469,1741.3415529341,1245.0569916801,50.3095460641,1266.5963768484,10963.9478491353,5496.6490603702,812.8995299614,29.7279266152,833.0057939814,377.6006591983,2224.4842911254,308.8757294974,5922.0862984546
5559.6766049633,166.7663573254,795.8955715599,67.7760085301,165.9882171098,309.5431413823,266.4033770531,64.8054963264,195.3085599123,861.9799094835,125.4356809428,4663.1184166411,469.6310539466,223.3407061859,173.3224372289,274.2390959129,4713.2778850456,398.1153632787,4942.2516651315,418.8624672669
517.8326398709,21.986253948,219.3423642806,549.72251296,36.4853360019,84.4617341656,2507.1413941177,2685.0822715121,963.2267778532,193.2327942436,1773.6656992969,12399.4446578499,6140.79831826,864.0402490887,1.8858847171,1067.5097301271,1453.8588572638,2614.6632881711,1090.1566744966,6215.9684728356
364.0588771226,11.0204991736,121.7475263669,561.0989487597,26.5072525122,54.5522762259,1928.2659648249,2502.109830476,1120.0039795356,131.9143069373,1542.9978326491,10947.1405581976,5775.94503887,804.6903832774,16.0666571012,1450.290444473,770.1168901284,2314.6815134739,474.128941086,5937.9633567814
6028.3375499832,182.8163963328,832.2530641457,13.7335410356,173.2766631033,316.4839885335,2833.4738491026,1494.3313963003,1577.8843520122,882.1432392493,1277.736682931,10493.6444954151,5302.9246698976,319.2578746973,57.193802546,2797.3039900658,5187.2870277995,1380.2858820008,5044.3890688087,1484.1613180695
2123.0891755315,81.6134531377,526.8635966531,353.398348349,115.2782146747,211.4612311562,3009.9207254625,2722.1965894433,1297.5165446786,666.2986476976,1767.7330783954,12357.612683339,6111.4178929618,771.9696510547,2.4526363312,2147.0479175101,3432.2391673815,2576.1703769601,2399.9841525941,5733.1662644145
4599.54431495,182.3407584132,799.1752175673,31.5369816762,171.9353875429,306.2398969796,91.5919829738,11.2148043269,44.637376889,873.1542828362,20.2242959873,2976.557793441,117.7772512713,161.573648035,178.9729043656,81.2082343846,5067.9499858391,117.6281100842,5005.8570216803,201.050124223
1684.4942217293,73.3030299065,544.8736827739,502.4996926048,94.2701761334,189.1982741009,2666.2624280822,2739.9980720442,1281.1454288592,388.5631746568,1776.2340178287,12412.0237403119,6151.0702711923,847.9699000911,1.6545154131,1334.7980358061,3185.8743313833,2486.7329210332,2044.7332207253,5243.8419042993
4819.0032173791,164.3567870836,804.0254502049,76.4553496383,171.359452978,294.8180443569,2877.6865319481,1706.8089392158,1279.7106323255,814.1385307229,1287.1285212742,11660.9841088273,5799.4359262934,644.2858475611,42.9489398057,2987.9133348486,4742.1305491849,1305.0195747521,4614.8332731821,2861.6574785152
213.7369164054,6.855079852,92.2904654537,586.4526265249,15.0031585878,23.2096323978,682.4734219055,478.9050346678,346.303144331,69.2917539976,514.2111748368,6425.0059492484,2132.0956959745,660.8647126988,121.6464943228,447.3226810982,594.6050333002,1450.7750659095,373.5561688548,2734.5683797344
5506.7475310776,172.1918816382,821.394089715,23.29861561,171.688896748,313.8743264625,1561.7886214728,666.8068185931,1019.7541638007,870.5454935019,747.6730196499,6733.2050855509,3327.0690458091,313.7004902118,106.3726469719,1570.0469134465,5140.1742167403,828.3256425088,5023.4752276518,877.2127869945
4018.1264034295,126.0897351325,746.0689143712,205.6778724952,145.9889124415,265.3569244281,958.7157864971,345.5693316682,436.8888256785,673.3906592705,359.3916563081,5867.4488183227,2064.9981084276,498.1559990169,158.38305617,750.9319073497,4587.2020168681,1095.4779662215,4825.8119342485,1744.6032180872
3189.4292494551,114.8024998914,674.3578530032,261.6807627169,128.6189342048,207.3138201905,1978.143445148,1047.0500048592,750.5362464066,678.894254009,1264.029167628,10567.740961692,3650.1872152791,655.8578297335,73.1801907994,1513.8787131485,4100.2906662348,1539.7312146031,3087.4153641605,2892.7126736198
4082.4481942964,140.4824994436,790.3570170846,117.2384388331,165.4471769542,300.4944190623,2664.2835514332,1531.5669719934,1480.2961622897,778.5038326339,1562.6629461519,11853.1049370875,4704.0882809841,662.8747483557,56.0710294617,2716.8598641463,4770.3503058915,1447.0774934801,4301.5444851096,3248.7630470992
6367.8410987941,187.7152789901,837.1521188407,2.4132437091,174.9124100586,318.4694103398,1635.4988221238,911.1665263389,965.8991734865,888.3538222209,877.7145681608,8861.5760678197,3839.2438026438,218.5512119673,91.8680254159,2509.1871125167,5214.6177357169,1193.419491681,5097.9218005887,771.4749014509
5606.5532804009,176.5528452637,732.0230270871,51.0603810767,162.9268222618,308.2569061866,2014.4609348018,1823.9413237238,1284.9281268436,836.8217879933,1300.9775023208,11422.6543325183,5462.9649421813,467.0954467197,55.6197224519,2228.6247808064,5131.1568437127,1569.1397152491,4641.3459884402,1602.419055717
1247.7288413006,54.8705156249,531.9207947253,461.2930268139,107.4324569813,195.5952042737,2172.8629473847,2631.6971945762,1274.1255201788,442.3323561089,1639.0059863202,12113.2108628431,5275.1614385815,833.5661257328,7.8192062349,1703.5437427587,3125.5440432606,1868.3951292879,2925.0483200323,4887.6580889917
286.4948162677,7.6464089291,85.3472500771,583.1282946544,19.4639777904,33.6785983169,1247.4959221083,1135.2597740443,732.3629072051,113.4739752159,1001.0498340005,7578.2410392117,4455.6165932473,731.669829831,72.5887896446,830.0476812081,867.7023311019,2428.8402645741,469.9378915493,4183.7781040931
2074.1921267593,77.7843648497,588.0442885902,351.2841698252,129.293229345,218.7167750961,432.6085585341,176.8201432641,217.5211572759,505.082766779,246.1257572847,4851.9007105284,1025.4203334372,525.7925135939,162.0724114284,365.9363330411,3725.7793656602,1044.3285475791,3078.8385400069,1923.7576977272
3968.4060200809,139.3000961488,793.7212053855,186.6316054184,149.7871076348,302.1219387014,1336.1373112429,567.2907023003,543.1646420048,763.6219085746,975.3606874109,6599.3378667849,3238.3410840792,487.8278716517,91.2770627229,1241.1841196753,5005.8999569906,977.8197672629,3978.7531432132,1438.7679164425
763.1889397491,35.4026920837,355.6237567743,446.7466229989,82.4536831473,121.0510455892,265.6331718625,111.3529768453,115.9204282387,373.6142953072,260.1382072024,5216.4301369114,928.0561614654,422.934698552,163.8500485236,232.2533400973,2746.1188239156,1174.4443362859,2298.296742623,2130.5131659423
5392.4219751679,183.3062111408,823.8727121345,33.7333869239,172.5540550093,314.0014891988,1032.0866907477,416.867367131,754.6136441652,874.4249460876,631.324843026,7396.6190727033,2750.8060493035,203.879900089,125.6781296177,1628.5908604988,5149.5618374644,811.6398960353,5012.9166256181,746.9373688527
2629.9172494443,91.3993279768,692.6960918259,296.6824159548,123.2761885556,239.1151839757,2409.7092130501,2205.7271710655,1223.9077239639,599.6598165146,1213.601647649,11933.3507106027,5544.0049336649,680.6646336286,21.0741125951,1578.7260060918,3900.3406714947,2508.3295411053,3732.7753207846,5457.4363458613
2316.799230768,101.9728990053,511.7649230875,387.5319156072,127.0891181493,203.272457304,167.439715092,92.7561627589,85.5877908567,554.4030011879,123.2365846777,3534.5097109013,510.5595563525,481.3081042831,172.765306455,166.6025412401,3700.4659624695,1126.8369134764,3619.1030926058,905.9399303397
1682.2050582988,55.9926684822,477.7461481728,385.3861155838,96.7677212923,210.91175264,2124.2578570897,1466.0483451076,894.0419795996,391.7792206067,961.7428372047,8710.1569603324,4657.4512799281,709.2336281099,45.7251916251,1476.9084684084,2830.9541575643,2487.1222451685,2342.6250974703,4035.1382023085
3271.6995104033,144.1723882905,657.8584144383,224.2653092588,156.2907937543,255.2888216886,2549.7219282791,2275.6569091261,1038.788458092,784.6132570819,1419.3292934319,11236.6503700597,5480.7751791716,735.5712749027,34.7224403244,2739.5857502176,4326.6752399685,1757.2550262557,4299.1480615417,3611.0495244937
1834.6449279805,64.3551856366,714.7300304337,307.8878405718,98.0119097497,192.0973526014,2557.2834280235,2014.3289766733,1019.883515217,508.9774675978,1603.4716782138,12161.5378410181,5519.71348818,817.1550095452,20.1191532318,1569.8045520749,3835.2320744061,1865.9407561785,3079.0272995749,4448.8760207538
4844.0538500418,174.4575578899,789.9208764404,44.2478120795,169.8818984669,311.3352524923,2079.3207554658,1049.7838299058,1012.5685333104,858.9030541452,1350.3591861863,9586.7093212759,3910.4197729219,464.3674647225,61.5500906413,2526.4403146119,5059.4525053638,1060.9826426243,4874.1802660701,1497.0434275658
3797.607175134,124.0722840078,796.8330026836,134.4718127753,167.0241870253,287.5893769835,2870.7100082994,2786.0650618037,1587.9401914125,849.3591871105,1784.8233349503,12446.1503269133,6173.1501119095,633.567081898,0.5703791217,2774.6697937354,4846.2911692019,2070.5551248141,4340.161892779,3294.3484495825
6362.5007904097,187.6264469195,837.0334218286,2.7930238362,174.8649556414,318.4376965369,1439.5149845039,490.9650114034,958.8010092131,888.3151428965,586.3718356496,7255.523429564,2701.1584233831,161.3047467068,122.1816745961,1770.2313735419,5214.0802215549,648.3845669201,5097.1603010972,480.2722495576
3034.9427718654,103.897718537,640.7271739332,277.3530424852,120.8140164046,196.1368683416,2751.7667245294,2132.7185189963,1503.4913630929,592.7080759196,1567.9965402895,11795.7238077917,5951.5832082842,775.8630610378,10.5548536353,1983.2354391707,3537.1470355183,1855.0192216188,3492.1252425589,4835.1755032038
3050.3664577994,127.4988558145,695.2087774963,179.6705473426,164.3224220682,282.8686986256,1363.5110809535,827.3017611939,958.5885655658,813.2898845655,984.6564530745,11258.6337802977,3716.4588340333,758.5907780088,94.2327105552,1905.8572281,4877.0979367417,1205.2008286437,4538.1217421268,3555.371145704
634.1887966223,23.1158658731,231.1274481003,425.7953002591,39.0262083335,99.4845716481,1175.4709842717,622.3665686147,529.7972295446,247.9957709234,604.0045445652,7442.4090037156,2827.2015764667,610.6972833215,119.5327950953,837.7166018038,1877.5834416232,1954.9613387755,1340.7398866514,3065.3414608281
4493.8245860023,146.1715557594,713.3319215244,151.0015997562,161.1100935459,282.8279693299,2495.6925640142,1728.5750482031,1359.625167755,813.9735759183,1269.7528130546,11215.0748411826,5533.336877271,493.7597026381,41.6975624453,2354.5820699983,4510.6295150307,1667.8411390588,4610.7355688898,3054.6913869201
2636.0083463331,84.0922736074,544.8736703341,438.6726261831,150.5685119311,234.090634142,2553.1435425165,2503.5897652289,1259.9930378638,694.6292176572,1688.7508856395,12033.3875568855,6066.2057112762,815.3208690906,10.2821391829,1439.5169363333,3307.3082642103,2353.2514715462,2666.0855782692,4395.1945986558
5200.3917514961,163.0555954783,773.2003780971,78.3843471251,166.3607327599,305.2962841399,2638.7635934083,1526.4218378533,1209.6550894238,837.1599128436,1548.3763071172,10936.658934421,5104.4659330333,461.9060278416,50.1539835566,2491.8244426037,5047.6033990311,2139.9741422105,4833.4162766781,2292.7061497025
5422.2983806543,178.1803755952,797.7023002572,37.7673357658,169.2428004442,310.7045542848,3232.0276463742,2662.6992951466,1675.1385766004,826.5438646632,1755.1654441798,12255.2952002595,6068.7119640381,568.3903858406,4.1895100114,3112.301574242,5128.0327219469,1641.3474957847,4946.7585265695,1762.3697896459
5602.0206385104,181.1301346481,823.6348128803,24.7255338842,172.3031997698,314.5085634758,2813.7719946813,1188.6538509779,1226.7196593063,870.6182232255,1026.5860803327,9983.5997652341,3961.5316168072,417.8473243845,68.6803610575,2660.7893860538,5154.3024322865,847.0085567151,4954.5778487341,1511.2747285779
4964.4066613369,163.7773337773,753.2092506603,112.4435181129,165.3603688237,291.859851385,2088.639161972,1337.4748976511,1264.0484201896,836.6097220812,951.5661778594,8337.1740596003,4151.6593562159,502.9897103765,65.7528251178,2206.6135040351,4780.5994281483,1485.621829543,4659.416724601,2685.0345443109
5632.3109309136,172.4341610971,822.7859346114,32.4766814701,170.7658169439,314.3048986167,1713.7812829645,905.7678874636,881.4454562797,854.4325795793,1038.9925938476,8865.3641066504,4860.5795111451,336.3349897117,79.4698681603,1940.2294557249,5129.4370254515,1277.2385764512,5030.9638942452,1621.0035920559
3640.2496066115,125.5769535414,785.859532628,226.073516715,151.4461859013,260.0019097166,58.7408331286,10.0869743145,30.045451214,735.6112093882,15.4580943456,2720.2678882439,98.4752782937,404.9524913005,179.478550331,44.4254796376,4493.9574212007,607.2930122365,4401.1131224201,847.6228254635
2133.3645232643,76.4517484866,579.932582551,336.8172434537,103.9204186049,243.4922686526,1741.5925977579,1843.7762668853,1388.5347914431,493.4074078278,1497.7479225813,11960.2050876324,4363.0807145953,834.3157684775,32.8433930561,1541.9264218662,3407.7548216985,1977.2454681631,2755.2159280747,4130.113101947
1361.7246368988,62.6090217556,386.0289452798,344.2828746017,84.2355666143,150.6999299833,1819.2066113397,1020.3409864896,954.3825931628,417.1599147805,1239.5168828347,11225.5377165625,3945.3054377336,627.8091720965,71.6915133184,1245.8509403007,3274.8737000174,2124.2993283448,2213.5114643891,4440.8212186556
3537.4807138539,99.1850971765,602.1969249798,253.4635801716,135.7652453408,199.1073601666,3082.9030423387,2469.9809495439,1438.0694390848,759.7978355165,1612.2843070975,11174.5853316254,5835.1673316841,817.0006617863,12.6649194808,1924.4403852854,4859.1066789622,2130.0725329082,4092.9229289756,4189.5131657376
6224.5652607943,185.8173211527,833.9805092527,8.6560028669,174.149512917,317.2611241867,2648.5510380906,1601.6442429613,1490.400472417,884.8086818849,1322.9307545094,11973.1653840766,3602.526900139,372.4078676144,36.3011658562,2743.4826485705,5196.6857420712,1426.2054549208,5071.4092193309,1228.625151725
335.118528918,10.7674202022,116.8037993812,568.3074673259,17.2896110033,43.8020856423,1079.6768104651,509.6356655327,427.8151878633,106.7991665574,775.1690625057,5368.3484142023,2720.4040012701,735.2510664433,114.4355078621,521.686444187,841.8290343697,1804.6448482526,572.2898345463,4641.0532806518
863.1706031261,28.2239667314,285.8896798697,440.7377290108,51.1828978282,90.7917760438,2172.9088022378,1493.9938833788,1114.4261104156,343.0920620004,1508.2256220074,11673.6817389951,5636.2659939239,792.1715645713,36.9025809524,1430.117383,1671.4053587733,2484.3376878738,1213.0998018216,4836.301976809
3205.1901139566,120.4857737621,713.4168246361,338.5629687859,130.1448874246,244.0173394002,52.0345760801,9.3069948994,31.1809554473,774.1751962393,20.8393902345,1489.7790306562,78.3150354229,377.275755222,179.5328019714,58.8220109299,3696.3865824166,610.7775309893,3724.5686048595,852.849864339
